Month;AMO;NAO;AMM;TSA;TNA;PDO;MEI;EMI;AAO;AO;PNA;SOLAR;QBO;vazao
1997-3;0.02;1.13;2.7;-0.47;0.15;0.65;-0.24;-0.11;0.7;1.09;-1.56;735;4.77;2204
1997-4;0.02;-1.25;2.11;-0.5;0.27;1.05;0.54;0.1;-0.46;0.32;0.29;745;9.74;1768
1997-5;0.05;-0.21;2.52;-0.54;0.43;1.83;1.17;-0.12;1.03;-0.96;0.77;746;12.37;868
1997-6;0.02;-1.17;2.32;-0.67;0.54;2.76;2.34;-0.57;-0.46;-0.82;-0.25;717;14.5;595
1997-7;0.07;0.37;0.23;-0.27;0.34;2.35;2.83;-0.49;0.78;-0.43;0.1;711;14.85;448
1997-8;0.03;0.94;-1.4;-0.09;0.16;2.79;3.04;-0.51;0.77;0.12;-0.55;790;11.69;323
1997-9;0.12;0.74;-1.16;0.21;0.26;2.19;3.05;-0.46;0.12;0.2;0.22;962;11.64;321
1997-10;0.16;-1.34;-0.15;0.69;0.59;1.61;2.42;-0.66;-0.6;-0.7;-0.12;849;9.91;338
1997-11;0.06;-1.08;-0.35;0.79;0.58;1.12;2.58;-0.56;-1.91;-0.66;0.86;995;5.74;394
1997-12;0.15;-0.98;-1.44;1.03;0.44;0.67;2.37;-0.97;-0.84;-0.07;0.85;988;0.78;708
1998-1;0.14;-0.05;-1.55;0.72;0.43;0.83;2.5;-0.49;0.41;-2.08;0.3;934;-0.85;865
1998-2;0.31;-0.57;1.52;0.74;0.77;1.56;2.79;-0.53;0.39;-0.18;0.89;934;-2.96;1164
1998-3;0.34;0.51;2.17;0.69;0.75;2.01;2.73;-0.75;0.74;-0.25;0.69;1091;-4.92;856
1998-4;0.31;-0.88;0.74;0.54;0.59;1.27;2.63;-0.96;1.93;-0.04;0.85;1083;-7.82;447
1998-5;0.4;-1.17;1.2;0.54;0.59;0.7;2.16;-1.02;-0.04;0.43;-1.87;1067;-14.08;286
1998-6;0.5;-2.44;1.42;0.66;0.66;0.4;1.24;-1.06;1.03;-0.71;0.09;1084;-18.57;204
1998-7;0.5;-0.45;0.85;0.85;0.56;-0.04;0.35;-1.18;1.45;-0.21;1.67;1140;-22.97;162
1998-8;0.53;-0.15;1.89;0.59;0.67;-0.22;-0.36;-1.29;0.9;0.65;-0.6;1360;-24.7;107
1998-9;0.43;-1.8;1.35;0.41;0.51;-1.21;-0.59;-1.07;-0.12;-1.05;0.42;1383;-22.12;137
1998-10;0.4;0.2;4.11;0.21;0.49;-1.39;-0.8;-1.17;0.4;0.29;0.77;1173;-18.77;148
1998-11;0.33;-0.43;4.39;0.32;0.43;-0.52;-1.1;-1.18;0.82;-1.45;0.7;1402;-12.22;614
1998-12;0.29;0.72;3.97;0.11;0.29;-0.44;-0.94;-1.2;1.44;1.35;-0.39;1501;-3.96;879
1999-1;0.06;0.39;1.36;0.13;-0.1;-0.32;-1.09;-1.3;1;0.11;-0.44;1426;3.09;689
1999-2;0.07;-0.11;-0.3;0.05;-0.2;-0.66;-1.18;-1.46;0.46;0.48;-0.46;1420;5.84;576
1999-3;0.08;-0.16;-2.06;0.33;-0.23;-0.33;-1.09;-1.22;0.18;-1.49;0.38;1263;8.59;884
1999-4;0.07;-1.18;-2.8;0.45;-0.13;-0.41;-1.05;-0.71;0.95;0.28;0.05;1172;13.51;330
1999-5;0.18;0.9;-1.87;0.53;0.11;-0.68;-0.66;-0.69;1.64;0.23;-0.05;1486;15.56;215
1999-6;0.19;1.44;-0.83;0.49;0.15;-1.3;-0.37;-0.56;-1.33;0.71;0.43;1698;15.23;145
1999-7;0.21;-0.87;-1.1;0.64;0.17;-0.66;-0.49;-0.55;0.32;0;-0.92;1656;14.11;111
1999-8;0.32;0.38;0.94;0.55;0.34;-0.96;-0.77;-0.59;0.04;-0.67;1.95;1708;11.91;97
1999-9;0.2;0.5;2.35;0.24;0.38;-1.53;-0.97;-0.4;-0.01;0.06;0.33;1357;11.18;131
1999-10;0.03;0.73;2.2;0.28;0.25;-2.23;-0.98;-0.49;1.65;-0.01;0.62;1648;10.62;159
1999-11;-0.04;0.55;2.29;0.33;0.13;-2.05;-1.04;-0.58;0.9;0.61;0.45;1915;6.01;621
1999-12;0.03;1.4;3.66;0.36;0.27;-1.63;-1.19;-0.79;1.78;1.04;-0.09;1698;6.43;1375
2000-1;-0.07;0.19;1.19;0.21;-0.18;-2;-1.16;-0.92;1.27;1.27;-1.7;1581;4.85;1806
2000-2;-0.03;1.48;-0.38;0.39;-0.1;-0.83;-1.21;-1.24;0.62;1.08;1.2;1732;4.2;1724
2000-3;0.12;0.4;0.31;0.4;0.06;0.29;-1.15;-1.14;0.13;-0.45;0.95;2082;5.51;1766
2000-4;0.06;-0.18;-1.41;0.37;-0.01;0.35;-0.55;-1.17;0.23;-0.28;-0.58;1842;3.98;856
2000-5;0.12;1.52;-1.99;0.29;-0.06;-0.05;0.16;-0.83;1.13;0.97;-0.16;1845;-0.99;459
2000-6;0;0.28;-2.3;0.2;-0.16;-0.44;-0.04;-0.3;0.12;0.59;-1.19;1798;-7.83;339
2000-7;0.09;-1;-1.05;0.15;0.01;-0.66;-0.17;-0.14;0.06;-0.65;-2.55;2047;-13.13;266
2000-8;0.12;-0.5;-0.38;0.2;0.15;-1.19;-0.14;-0.22;-0.67;0.14;-0.51;1631;-15.31;206
2000-9;0.12;-0.06;-0.12;0.02;0.02;-1.24;-0.22;-0.26;-1.85;0.4;-1.21;1821;-15.52;223
2000-10;-0.03;1.51;0.15;0.1;0;-1.3;-0.37;-0.33;0.35;0.32;0.44;1677;-14.04;164
2000-11;-0.04;-1.1;0.39;0.07;-0.12;-0.53;-0.71;-0.35;-1.54;-1.58;0.7;1788;-15.07;699
2000-12;-0.11;-0.63;0.24;-0.01;-0.19;0.52;-0.55;-0.67;-1.29;-2.35;0.92;1736;-14.56;1328
2001-1;-0.11;-0.22;0.4;0.16;-0.13;0.6;-0.5;-0.71;-0.47;-0.96;1.29;1666;-15.69;810
2001-2;-0.01;0.07;-0.06;0.17;-0.15;0.29;-0.67;-0.85;-0.27;-0.62;-0.51;1467;-15.53;600
2001-3;0.03;-1.73;0.15;0.29;0.15;0.45;-0.62;-0.98;-0.56;-1.69;0.39;1777;-15.99;979
2001-4;0;-0.15;-1.45;0.38;0.05;-0.31;-0.16;-0.73;0.52;0.91;-0.7;1781;-17.73;553
2001-5;0.01;0.03;-2.08;0.47;0.06;-0.3;0.22;-0.23;-0.26;0.45;-0.01;1479;-20.99;322
2001-6;0.21;0.11;-0.64;0.36;0.24;-0.47;0.03;-0.04;0.39;-0.02;-0.89;1737;-23.31;208
2001-7;0.15;-0.22;0.41;0.15;0.3;-1.31;0.29;0.22;-0.93;-0.03;-0.36;1313;-24.45;176
2001-8;0.19;-0.22;0.41;0.14;0.34;-0.77;0.37;0.25;0.91;0.52;-0.14;1631;-21.67;120
2001-9;0.3;-0.49;2.93;0.11;0.51;-1.37;-0.11;0.47;1.16;-0.71;0.04;2338;-14.29;144
2001-10;0.27;0.25;3.31;0.2;0.48;-1.37;-0.27;0.24;1.28;0.71;-0.08;2081;-10.81;315
2001-11;0.17;0.53;5.03;0.16;0.62;-1.26;-0.16;0.24;1;0.82;1.03;2127;-3.88;599
2001-12;0.23;-0.86;5.54;0.01;0.66;-0.93;0.03;0.09;1.47;-1.32;0.26;2356;1.48;981
2002-1;0.2;0;6.05;0.14;0.78;0.27;-0.03;0.34;0.75;1.38;-0.7;2273;4.64;2084
2002-2;0.18;0.8;4.3;-0.06;0.53;-0.64;-0.18;0.11;1.33;1.3;-0.11;2050;8;1741
2002-3;0.16;0.32;2.14;0.29;0.37;-0.43;-0.2;-0.17;-1.82;0.9;-1.56;2044;9.32;1036
2002-4;0.04;1.14;-2.38;0.31;-0.02;-0.32;0.36;0.02;0.17;0.75;-2.4;1898;14.03;652
2002-5;-0.03;-0.15;-4.39;0.49;-0.19;-0.63;0.84;0.08;-2.8;0.4;-0.56;1784;14.16;405
2002-6;-0.1;0.69;-4.43;0.33;-0.13;-0.35;0.95;0.52;-1.11;0.57;0.06;1487;13.26;300
2002-7;-0.05;0.65;-3.56;0.47;-0.06;-0.31;0.68;0.56;-0.59;0.33;0.4;1735;10.05;239
2002-8;0.12;0.36;-1.99;0.01;-0.05;0.6;0.95;0.63;-0.1;-0.23;0.61;1839;10.6;163
2002-9;0.09;-0.54;-0.73;-0.08;0.07;0.43;0.86;0.58;-0.86;-0.04;0.6;1758;8.9;168
2002-10;0.13;-1.97;1.14;0.14;0.36;0.42;0.98;0.42;-2.56;-1.49;-0.55;1670;7.66;139
2002-11;0.03;-0.32;0.91;-0.07;0.22;1.51;1.08;0.36;-0.92;-1.43;1.46;1687;4.46;329
2002-12;0.02;-0.96;-0.45;0.35;0.2;2.1;1.14;0.29;1.31;-1.59;1.28;1572;-0.5;608
2003-1;0.06;-0.32;0.13;0.56;0.27;2.09;1.2;0.48;-0.99;-0.47;1.01;1440;-1.39;1197
2003-2;0;0.26;-1.6;0.57;0;1.75;0.94;0.46;-0.36;0.13;0.68;1245;-1.43;1056
2003-3;0.13;-0.07;-3.1;0.63;0.04;1.51;0.83;0.59;-0.19;0.93;-0.36;1322;-3.3;1140
2003-4;0.09;-0.34;-1.79;0.42;0;1.18;0.33;0.41;0.22;-0.18;-0.1;1263;-8.56;919
2003-5;0.17;0.06;-1.51;0.37;0.06;0.89;0.09;0.29;0.39;1.02;-1.85;1162;-13.63;425
2003-6;0.22;0.24;-0.11;0.1;0.22;0.68;0.09;0.32;-0.78;-0.1;-0.53;1293;-17.71;293
2003-7;0.29;0.16;-0.16;0.4;0.36;0.96;0.17;0.14;0.73;0.08;0.73;1277;-22.99;206
2003-8;0.43;-0.22;1.37;0.49;0.59;0.88;0.27;0.02;0.68;-0.28;-0.31;1221;-24.64;135
2003-9;0.47;0.16;2.67;0.49;0.66;0.01;0.46;0.26;-0.32;0.47;0.59;1122;-22.51;167
2003-10;0.44;-0.86;3.82;0.53;0.8;0.83;0.52;0.2;-0.03;-0.67;1.23;1513;-20.34;139
2003-11;0.24;0.77;2.17;0.55;0.48;0.52;0.54;0.13;-0.71;0.64;-1.65;1408;-17.86;283
2003-12;0.24;0.5;1.98;0.56;0.49;0.33;0.35;0.04;-1.32;0.27;0.56;1150;-11.38;340
2004-1;0.23;-0.85;2.87;0.41;0.5;0.43;0.32;0.12;0.81;-1.69;-0.12;1141;-4.84;1292
2004-2;0.22;-0.6;3.07;0.22;0.51;0.48;0.36;-0.03;-1.18;-1.53;1.12;1070;2.61;2998
2004-3;0.17;0.67;2.17;-0.01;0.36;0.61;-0.12;-0.19;0.43;0.32;0;1120;5.45;1870
2004-4;0.12;1.11;2.72;-0.26;0.46;0.57;0.24;-0.01;0.15;-0.41;0.25;1012;10.46;1326
2004-5;0.02;0.23;0.9;-0.12;0.17;0.88;0.52;0.33;0.46;-0.09;-1.46;998;12.97;671
2004-6;0.19;-0.59;1.22;-0.08;0.27;0.04;0.28;0.46;1.2;-0.24;-0.28;974;11.75;448
2004-7;0.24;1.16;1.82;0.08;0.46;0.44;0.53;0.59;1.47;-0.2;-0.33;1185;9.96;321
2004-8;0.33;-0.74;3.7;0.22;0.68;0.85;0.67;0.7;-0.07;-0.72;1.52;1110;8.74;230
2004-9;0.26;0.52;2.96;0.33;0.59;0.75;0.53;0.7;0.25;0.86;-0.11;1030;7.29;201
2004-10;0.26;-0.69;4.1;0.14;0.62;-0.11;0.5;0.68;-0.04;-0.52;-1.37;1059;8;252
2004-11;0.24;0.63;4.88;0.24;0.63;-0.63;0.82;0.46;-0.24;0.68;0.29;1137;4.35;330
2004-12;0.2;1.03;3.78;0.43;0.53;-0.17;0.67;0.36;-0.97;1.23;-0.04;950;2.45;497
2005-1;0.13;1.26;2.39;0.61;0.46;0.44;0.31;0.57;-0.13;0.36;-0.62;1022;-0.69;993
2005-2;0.14;-0.51;1.43;0.49;0.38;0.81;0.81;0.51;1.24;-1.27;-0.11;972;-0.96;1359
2005-3;0.3;-2.32;2.27;0.61;0.68;1.36;1.03;0.5;0.16;-1.35;0.56;899;-0.33;1605
2005-4;0.31;-0.47;3.82;0.29;0.81;1.03;0.59;0.29;0.36;-0.05;1;860;-6.64;797
2005-5;0.31;-1.11;4.58;-0.06;1.01;1.86;0.8;0.07;-0.3;-0.76;1.62;995;-15.09;449
2005-6;0.34;0.26;5.55;-0.26;0.92;1.17;0.52;0.12;-1.43;-0.38;0.42;937;-20.59;298
2005-7;0.46;-0.48;4.03;-0.32;0.84;0.66;0.51;-0.15;-0.25;-0.03;-0.02;965;-24.2;236
2005-8;0.46;0.35;3.31;0.01;0.74;0.25;0.33;-0.08;0.23;0.03;0.69;905;-25.87;188
2005-9;0.43;0.76;4.08;-0.09;0.73;-0.46;0.29;0.25;0.24;0.8;1.32;911;-27.8;137
2005-10;0.25;-0.55;3.63;0;0.54;-1.32;-0.15;0.24;0.03;0.03;1.16;766;-28.76;109
2005-11;0.16;-0.46;3.69;-0.07;0.4;-1.5;-0.38;0.56;-0.55;0.23;-0.74;862;-29.55;403
2005-12;0.23;-0.5;5.29;-0.02;0.55;0.2;-0.58;0.42;-1.97;-2.1;1.07;907;-25.04;1237
2006-1;0.14;0.97;4.17;0.04;0.41;1.03;-0.44;-0.32;0.34;-0.17;-0.1;834;-18.83;692
2006-2;0.09;-1.02;1.2;0.23;0.19;0.66;-0.41;-0.88;-0.21;-0.16;-0.44;765;-11.24;792
2006-3;0.08;-1.75;-0.26;0.41;0.18;0.05;-0.58;-0.52;0.5;-1.6;-0.56;755;-0.38;1216
2006-4;0.21;1.2;1.3;0.31;0.41;0.4;-0.69;-0.15;-0.17;0.14;0.2;890;5;1036
2006-5;0.32;-1.01;0.83;0.24;0.43;0.48;0;-0.08;1.7;0.16;-1.03;809;10.36;473
2006-6;0.35;1.15;0.07;0.41;0.52;1.04;0.59;0.06;0.44;1.07;-1.02;765;11.47;309
2006-7;0.39;0.93;-0.51;0.3;0.36;0.35;0.67;0.11;0.93;0.1;1.29;758;10.75;228
2006-8;0.42;-2.35;1.27;0.33;0.53;-0.65;0.76;0.26;-1.73;-0.27;-1.45;794;9.1;195
2006-9;0.38;-1.43;1.99;0.27;0.69;-0.94;0.83;0.19;-0.32;0.61;0.31;778;10.2;169
2006-10;0.35;-1.92;3.69;0.23;0.74;-0.05;0.93;0.35;0.88;-1.03;-0.76;743;10.86;419
2006-11;0.3;0.33;4.49;0.08;0.71;-0.22;1.32;0.35;0.1;0.52;-1.34;863;10.1;629
2006-12;0.19;1.15;2.47;0.32;0.47;0.14;1;0.27;0.64;2.28;1.55;845;6.21;872
2007-1;0.19;-0.25;2.24;0.24;0.46;0.01;1.01;0.11;-0.08;2.03;0.27;835;2.61;1163
2007-2;0.23;-0.98;2.96;0.21;0.56;0.04;0.54;0.03;0.08;-1.31;-0.42;777;2.43;2427
2007-3;0.14;1.11;1.98;0.04;0.33;-0.36;0.07;0.22;-0.57;1.18;-0.12;722;1.24;978
2007-4;0.17;0.04;0.99;0.24;0.4;0.16;-0.05;0.3;-1.04;0.54;0.97;724;-5.18;642
2007-5;0.13;0.66;-0.2;0.28;0.21;-0.1;0.23;0.2;-0.61;0.89;0.03;744;-14.06;389
2007-6;0.1;-1.01;-0.48;0.43;0.16;0.09;-0.22;0.24;-1.2;-0.56;-0.3;737;-21.33;265
2007-7;0.14;-0.55;-0.99;0.23;0.09;0.78;-0.25;0.08;-2.63;-0.4;1.65;716;-24.92;224
2007-8;0.07;-0.31;-0.24;0.15;0.01;0.5;-0.41;0.19;-0.11;-0.03;1.96;691;-27.41;165
2007-9;0.11;0.85;0.2;0.27;0.11;-0.36;-1.09;0.06;0.03;0.18;1.52;670;-28.13;129
2007-10;0.17;1;2.42;0.11;0.24;-1.45;-1.1;-0.11;-0.43;0.38;0.77;675;-29.05;102
2007-11;0.19;0.48;3.5;0.1;0.24;-1.08;-1.12;-0.22;-0.98;-0.52;0.65;696;-27.61;310
2007-12;0.13;0.23;2.58;0.2;0.09;-0.58;-1.13;-0.47;1.93;0.82;-0.16;785;-19.48;550
2008-1;0.05;0.53;2.15;0.19;0.14;-1;-0.97;-0.89;1.21;0.82;-1.06;743;-12.42;605
2008-2;0.14;0.38;0.98;0.36;0.18;-0.77;-1.36;-1.31;1.15;0.94;0.37;711;-4.7;1224
2008-3;0.17;-0.32;0.12;0.6;0.27;-0.71;-1.65;-1.24;0.59;0.59;-0.61;729;2.19;1800
2008-4;0.06;-1.31;-1.87;0.64;0.09;-1.52;-0.96;-1.02;-0.87;-0.46;-1.18;702;6.43;1102
2008-5;0.19;-1.55;-0.64;0.82;0.28;-1.37;-0.35;-0.79;-0.49;-1.21;1.25;684;11.53;484
2008-6;0.27;-1.09;-0.59;0.7;0.39;-1.34;0.16;-0.67;1.35;-0.09;-1.76;659;13.45;332
2008-7;0.22;-1.24;-0.41;0.66;0.45;-1.67;0.07;-0.64;0.32;-0.48;-0.51;657;13.27;241
2008-8;0.19;-1.62;0.08;0.51;0.45;-1.7;-0.24;-0.75;0.09;-0.08;0.89;663;11.63;172
2008-9;0.21;1.14;2.09;0.28;0.57;-1.55;-0.56;-0.62;1.39;-0.33;0.89;671;11.6;107
2008-10;0.12;0.47;2.81;0.27;0.43;-1.76;-0.72;-0.57;1.22;1.68;1.11;683;11.05;97
2008-11;0.02;-0.47;1.84;0.31;0.27;-1.25;-0.5;-0.6;0.92;0.09;1.05;686;9.13;402
2008-12;0.03;-0.35;1.89;0.41;0.26;-0.87;-0.61;-0.8;1.19;0.65;-1.71;692;10.46;1271
2009-1;-0.04;-0.52;0.67;0.45;0.07;-1.4;-0.71;-0.73;0.96;0.8;0.13;698;10.71;1224
2009-2;-0.15;-0.38;-2.79;0.35;-0.37;-1.55;-0.68;-0.69;0.46;-0.67;-1.57;700;12.33;1120
2009-3;-0.14;0.19;-3.72;0.54;-0.34;-1.59;-0.73;-0.38;0.61;0.12;-1.29;692;11.44;820
2009-4;-0.12;-0.36;-4.03;0.52;-0.31;-1.65;-0.16;-0.41;0.03;0.97;-0.04;697;9.11;1300
2009-5;-0.05;1.61;-5.29;0.79;-0.23;-0.88;0.37;-0.18;-0.73;1.19;-0.43;705;1.56;636
2009-6;0.14;-0.91;-3.6;0.59;0.05;-0.31;0.89;-0.12;-0.47;-1.35;0.48;686;-5.47;409
2009-7;0.24;-2.11;0.11;0.39;0.45;-0.53;1;-0.08;-1.23;-1.36;0.72;682;-12.21;283
2009-8;0.17;-0.37;0.33;0.24;0.41;0.09;0.99;0.11;-0.69;-0.05;0.62;674;-14.45;222
2009-9;0.07;1.62;0.45;0.19;0.35;0.52;0.81;0.32;-0.02;0.88;1.03;705;-13.81;239
2009-10;0.18;-0.61;2.56;0.45;0.63;0.27;1.04;0.59;0.09;-1.54;0.64;723;-11.69;537
2009-11;0.09;-0.16;2.53;0.3;0.51;-0.4;1.09;0.86;-1.92;0.46;0.19;736;-13.83;728
2009-12;0.1;-1.88;1.01;0.7;0.54;0.08;1.04;0.77;0.61;-3.41;0.04;768;-15.57;1271
2010-1;0.06;-1.8;1.98;0.79;0.8;0.83;1.15;0.88;-0.76;-2.59;0.96;811;-16.02;1428
2010-2;0.19;-2.69;3.96;0.68;1.07;0.82;1.52;0.66;-0.78;-4.27;0.48;847;-16.98;747
2010-3;0.3;-1.33;5.01;0.89;1.27;0.44;1.39;0.56;0.11;-0.43;1.68;834;-19.68;1036
2010-4;0.44;-0.93;5.3;0.68;1.4;0.78;0.89;0.2;0.38;-0.28;1.26;759;-23.57;749
2010-5;0.48;-1.33;6.11;0.62;1.35;0.62;0.62;-0.22;1.02;-0.92;-0.73;738;-26.28;290
2010-6;0.46;-0.52;4.17;0.85;1.11;-0.22;-0.27;-0.3;2.07;-0.01;-0.1;725;-25.05;222
2010-7;0.47;-0.39;3.84;0.6;1.01;-1.05;-1.07;-0.4;2.42;0.44;0.89;798;-9.84;181
2010-8;0.54;-1.69;4.19;0.48;0.97;-1.27;-1.78;-0.65;1.51;-0.12;1.07;795;1.45;146
2010-9;0.47;-0.62;4.92;0.23;0.75;-1.61;-1.95;-0.77;0.4;-0.87;1.07;811;6.58;105
2010-10;0.34;-0.5;6.11;0.43;0.77;-1.06;-1.9;-0.79;1.34;-0.47;2.15;817;10.83;211
2010-11;0.25;-1.84;6.32;0.4;0.7;-0.82;-1.52;-0.85;1.52;-0.38;-0.81;825;12.16;652
2010-12;0.22;-1.8;7.8;0.41;0.96;-1.21;-1.53;-0.93;0.21;-2.63;-2.08;842;10.97;1157
2011-1;0.16;-1.53;7.01;0.45;0.97;-0.92;-1.65;-1.05;0.05;-1.68;1;834;9.18;2433
2011-2;0.12;0.35;3.3;0.59;0.53;-0.83;-1.53;-1.13;1.07;1.58;-2.41;946;10.05;1321
2011-3;0.07;0.24;1.37;0.72;0.41;-0.69;-1.56;-0.65;-0.3;1.42;0.38;1158;10.44;2110
2011-4;0.11;2.55;0.16;0.49;0.33;-0.42;-1.48;-0.63;-0.87;2.28;-1.78;1125;10.71;1145
2011-5;0.17;-0.01;0.96;0.3;0.41;-0.37;-0.27;-0.57;1.27;-0.04;0.25;958;10.02;583
2011-6;0.19;-0.98;1.87;0.2;0.59;-0.69;-0.05;-0.5;-0.1;-0.86;0.35;958;3.9;421
2011-7;0.11;-1.48;0.97;0.27;0.43;-1.86;-0.05;-0.37;-1.38;-0.47;-0.75;941;0.44;322
2011-8;0.16;-1.85;0.78;0.2;0.49;-1.74;-0.44;-0.45;-1.2;-1.06;1.4;1017;-0.49;186
2011-9;0.16;0.67;2.24;0.24;0.36;-1.79;-0.71;-0.28;-1.25;0.67;-0.39;1345;-2.3;124
2011-10;0.08;0.94;3.32;0.28;0.44;-1.34;-0.94;-0.42;0.39;0.8;0.86;1372;-3.05;315
2011-11;-0.06;1.3;3.36;-0.05;0.21;-2.33;-0.89;-0.56;-0.91;1.46;-0.76;1531;-9.09;685
2011-12;-0.03;2.25;4.47;-0.48;0.23;-1.79;-0.91;-0.9;2.57;2.22;0.06;1412;-16.25;1371
2012-1;-0.05;0.86;3.13;-0.32;0.16;-1.38;-1;-0.78;1.58;-0.22;0.13;1331;-16.07;2182
2012-2;0.02;0.03;1.33;-0.51;-0.02;-0.85;-0.67;-1.02;-0.28;-0.04;0.7;1068;-15.25;1472
2012-3;0.04;0.93;-2.18;-0.08;-0.26;-1.05;-0.43;-0.72;0.28;1.04;-0.19;1150;-16.74;960
2012-4;0.1;0.37;-1.23;-0.33;-0.17;-0.27;0.05;-0.58;0.67;-0.04;-0.09;1131;-17.62;634
2012-5;0.18;-0.79;-0.85;-0.04;0.09;-1.26;0.74;-0.59;0.15;0.17;-0.29;1215;-22.04;383
2012-6;0.32;-2.25;0.48;0.04;0.31;-0.87;0.94;-0.57;-0.2;-0.67;-0.42;1209;-25.89;324
2012-7;0.39;-1.29;0.74;-0.03;0.3;-1.52;1.17;-0.48;1.26;0.17;-0.57;1361;-27.82;221
2012-8;0.45;-1.39;2.05;-0.08;0.52;-1.93;0.58;0.03;0.49;0.01;-0.2;1157;-27.93;130
2012-9;0.46;-0.43;3.49;0.02;0.72;-2.21;0.33;0.12;0.56;0.77;-0.39;1230;-26.6;152
2012-10;0.35;-1.73;4.97;0.03;0.78;-0.79;0.14;0.33;-0.44;-1.51;-1.13;1232;-24.51;250
2012-11;0.18;-0.74;5.35;0.03;0.75;-0.59;0.21;0.3;-1.7;-0.11;-1.06;1209;-18.95;564
2012-12;0.16;0.07;3.92;0.18;0.55;-0.48;0.08;0.11;-0.76;-1.75;-1.31;1083;-10.02;585
2013-1;0.14;-0.11;2.86;0.39;0.44;-0.13;0.07;0.09;0.07;-0.61;0.05;1271;-6.07;1393
2013-2;0.13;-0.96;1.63;0.25;0.4;-0.43;-0.12;-0.29;0.72;-1.01;0.3;1042;-1.23;1143
2013-3;0.17;-2.09;3.72;0.26;0.7;-0.63;-0.18;-0.41;1.38;-3.19;-0.26;1113;2.85;921
2013-4;0.15;0.6;2.22;0.35;0.53;-0.16;0;-0.06;0.61;0.32;-1.76;1251;8.39;873
2013-5;0.12;0.58;3.12;0.48;0.64;0.08;0.12;0.11;0.36;0.49;-0.24;1313;12.64;410
2013-6;0.06;0.83;0.86;0.28;0.32;-0.78;-0.18;0.23;-0.27;0.55;-0.35;1101;13.38;399
2013-7;0.21;0.7;0.75;0.23;0.34;-1.25;-0.37;0.13;0.95;-0.01;-0.71;1155;14.27;256
2013-8;0.21;1.12;1.63;0.25;0.56;-1.04;-0.53;0.16;-1.56;0.15;-0.06;1154;14.66;173
2013-9;0.27;0.38;2.9;0.03;0.61;-0.48;-0.1;0.07;-1.66;-0.46;0.41;1026;13.12;118
2013-10;0.36;-0.88;4.48;0.04;0.66;-0.87;0.14;-0.05;-0.46;0.26;-0.21;1324;11.69;224
2013-11;0.14;0.81;3.06;-0.07;0.32;-0.11;-0.03;0.18;0.19;2.03;-1.14;1483;12.45;314
2013-12;0.05;0.79;2.85;0.11;0.27;-0.41;-0.26;-0.15;0.06;1.48;-1.16;1477;12.55;1114
2014-1;-0.05;-0.17;0.77;0.11;0.13;0.3;-0.29;-0.27;-0.68;-0.97;0.59;1601;13.13;745
2014-2;-0.03;1.07;-1.92;0.22;-0.08;0.38;-0.24;0.23;0.32;0.04;-1.57;1702;12.68;831
2014-3;-0.07;0.44;-4.4;0.22;-0.35;0.97;0.01;0.23;0.47;1.21;-0.5;1499;11.72;1233
2014-4;-0.08;0.19;-3.68;0.23;-0.21;1.13;0.19;0.16;0.61;0.97;0;1442;7.15;1047
2014-5;0.01;-0.8;-3.8;0.48;-0.06;1.8;0.97;-0.04;-0.45;0.46;-0.59;1302;-2.81;531
2014-6;0.08;-0.67;-4.29;0.47;-0.05;0.82;1;-0.24;0.84;-0.51;-1.44;1221;-13.98;324
2014-7;0.24;0.21;-2.13;0.17;0.14;0.7;0.92;-0.25;0.25;-0.49;0.5;1373;-19.29;230
2014-8;0.35;-2.28;-0.34;0.24;0.23;0.67;0.94;-0.09;-0.06;-0.37;1.35;1252;-21.64;147
2014-9;0.33;1.72;1.8;0.26;0.51;1.08;0.6;0.26;-1.12;0.1;0.78;1477;-23.24;127
2014-10;0.31;-0.87;3.18;0.16;0.56;1.49;0.41;0.26;-0.04;-1.13;1.14;1551;-23.86;126
2014-11;0.08;0.58;3.1;-0.32;0.35;1.72;0.77;0.34;-0.52;-0.53;0.64;1547;-23.65;375
2014-12;0.08;1.63;1.35;-0.12;0.34;2.51;0.61;0.27;1.32;0.41;0.37;1589;-25.38;853
